English	Marathi
I hope you can forgive me.	me apeksha karto ki tum mala kshama karu shakta.
I hope you have insurance.	me apeksha karto ki tumhala insurance aahe.
I hope you have insurance.	me apeksha karto ki tumhala insurance aahe.
I hope you two are hungry.	me apeksha karto ki tum donhi bhukhe aahat.
I hope you two are hungry.	me apeksha karto ki tum donhi bhukhe aahat.
I hope you're well rested.	me apeksha karto ki tum chhanpane vishraanti ghetal aahat.
I need this more than you.	Mala yaachya khup garaj aahe tumcha peksha.
I need to ask you a favor.	Mala tumchya kade ek favor vicharava aahe.
I need to be here all day.	Mala ithe divas bhar rahaycha aahe.
I need to borrow your car.	Mala tumchi car ghyaychi aahe.
I need to borrow your pen.	Mala tumcha pen ghyaycha aahe.
I need to buy some stamps.	Mala thode stamps kharidayche aahet.
I need to change my shirt.	Mala majhya shirt badalavi aahe.
I need to change my tires.	Mala majhya tires badalavi aahet.
I need to find a restroom.	Mala ek restroom shodhaycha aahe.
I need to get out of here.	Mala itheun nighaycha aahe.
I need to get out of town.	Mala sheharatun nighaycha aahe.
I need to get started now.	Mala ata suru karaycha aahe.
I need to see you tonight.	Mala aaj raat tumhala baghaycha aahe.
I need to take Monday off.	Mala Monday chhutti ghyaychi aahe.
I need to talk to someone.	Mala kashyatari la bolaycha aahe.
I need to talk to you now.	Mala ata tumchya kade bolaycha aahe.
I need to write that down.	Mala te note karaycha aahe.
I neither drink nor smoke.	Mi na sharaab khato na cigarette.
I never worried about Tom.	Mala Tom cha kashyatari chinta nahi hoti.
I never would've shot you.	Mi kadhi hi tumhala goli nahi maarali asthe.
I often stay up all night.	Mi adhikansha raat bhar awake rahato.
I only have one condition.	Mala ekach sharat aahe.
I painted the fence green.	Mala baari harit paint keli aahe.
I perspire a lot at night.	Mi raatri khup jast transpir karato.
I picked you some flowers.	Mala tumchya sathi thode phool ghetle aahe.
I planned a party for Tom.	Mala Tom sathi ek party yojna keli aahe.
I played soccer yesterday.	Mala kal soccer khelala.
I plucked a daisy for her.	Mala tichya sathi ek daisy ghetli aahe.
I prefer modern furniture.	Mala adhunik furniture avadta.
I prefer spring to autumn.	Mala spring autumn peksha avadta.
I prefer to go by bicycle.	Mala cycle ne jau naye avadta.
I prefer to remain seated.	Mala basle rahaycha aahe.
I punched him in the chin.	Mala tyala chin var thokla.
I put on my shoes at once.	Mala turant majhi shoes ghalali.
I question your sincerity.	Mala tumchi sincerity vishay shanka aahe.
I rarely go to the movies.	Mi kadhi hi cinema la nahi jau.
I read a book as I walked.	Mi walk karat asat ek pustak vachat hoti.
I read a lot of magazines.	Mala khup magazines vachat aahe.
I read all kinds of books.	Mala sarv prakar che pustake vachat aahe.
I read all kinds of books.	Mi sarva prakarchi pustake vachat aahe.
I read the New York Times.	Mi New York Times vachat aahe.
I realized I couldn't win.	Mala samajhla ki mi jitat nahi.
I realized I couldn't win.	Mala samajhla ki mi l'emporter nahi.
I realized I couldn't win.	Mala samajhla ki mi jitat nahi.
I realized I wasn't ready.	Mala samajhla ki mi tayar nahi hota.
I realized I wasn't ready.	Mala samajhla ki mi tayar nahi hoti.
I really didn't have time.	Mala khup samay nahi hota.
I really do appreciate it.	Mi kharach aabhar manato.
I really do love your tie.	Mi kharach tumchi cravate avadate.
I really do love your tie.	Mi kharach tumchi cravate avadate.
I really don't believe it.	Mi kharach ya vishay vishwas karto nahi.
I really don't want to go.	Mi kharach nighaycha nahi avadato.
I really don't want to go.	Mi kharach yachya kade nahi jau shakat.
I really feel like a beer.	Mala kharach ek beer piyaychi aahe.
I really must finish this.	Mala kharach he sampavaycha aahe.
I really must finish this.	Mala kharach he sampavaycha aahe.
I really need a drink now.	Mala kharach ata ek drink ghyaychi aahe.
I really want to kiss you.	Mala kharach tumhala chumban ghyaycha aahe.
I really want to kiss you.	Mala kharach tumhala chumban ghyaycha aahe.
I really want you to quit.	Mala kharach tumhi chutti ghyaychi aahe.
I received a warm welcome.	Mala ek warm welcome mila.
I reckon you should do it.	Mala vattay ki tumhi he kara.
I reckon you should do it.	Mala vattay ki tumhi he kara.
I reconsidered your offer.	Mala tumcha offer parat vicharala.
I reconsidered your offer.	Mala tumcha offer parat vicharala.
I regret having done that.	Mala he kele varshakshya aahe.
I remember writing to her.	Mala tichya kade lihile aahe.
I require your assistance.	Mala tumchi madad lagte.
I resent that implication.	Mala he implication avadla nahi.
I saw Tom three hours ago.	Mala Tom la teen tasan pehle baghitla.
I saw a shape in the dark.	Mala andharat ek shape baghitla.
I saw her spike his drink.	Mala tichya drink madhe spike baghitla.
I saw him enter the store.	Mala tyala store madhe enter karat baghitla.
I saw him three years ago.	Mala tyala teen varshan pehle baghitla.
I saw it with my own eyes.	Mala te majhya swatachya aankhya ne baghitla.
I saw it with my own eyes.	Mala te majhya swatachya aankhya ne baghitla.
I saw the figure of a man.	Mala ek manacha figure baghitla.
I saw you with a tall boy.	Mala tumhala ek uncha mulga sathit baghitla.
I see how dangerous it is.	Mala kalat ki he kiti khatarnak aahe.
I should congratulate you.	Mala tumhala abhinandan dyaicha aahe.
I should get back to work.	Mala work la parat janaycha aahe.
I should've gone with Tom.	Mala Tom barobar jau shakal hota.
I shouldn't have slept in.	Mala office madhe nahi sone lagta.
I shouldn't have slept in.	Mala ghasra matinee nahi karaycha hota.
I shouldn't have slept in.	Mala alarm miss nahi karaycha hota.
I shouldn't have told Tom.	Mala Tom la nahi sangaycha hota.
I shut the door behind me.	Mala pichhya kade darwaza band kela.
I simply don't understand.	Mala kharach samajh nahi aata.
I slept all day yesterday.	Mala kal divas bhar sutta.
I slept through the storm.	Mala toofan madhe sutta.
I smell something burning.	Mala kahi jhalaycha sugandh aata.
I smell something burning.	Mala kahi jhalaycha sugandh aata.
I smoked when I was young.	Mala jivanat javanat sharaab khato.
I sold it for ten dollars.	Mala te dus dollar la viklo.
I sold it for ten dollars.	Mala te dus dollar la viklo.
I sometimes dream of home.	Mala kadhi kadhi gharachi swapna aata.
I sometimes dream of home.	Mala kadhi kadhi gharacha swapna aata.
I speak English every day.	Mi pratek divas English bolto.
I speak a little Japanese.	Mi thodi thodi Japanese bolto.
I spent 100 dollars today.	Mala aaj 100 dollar kharch kela.
I stayed at a cheap hotel.	Mi ek cheap hotel madhe thhalay.
I stayed at a cheap hotel.	Mi ek cheap hotel madhe thhalay.
I still love this bicycle.	Mala ha bicycle khup avadta.
I stopped drinking coffee.	Mala coffee pinyat band kela.
I studied a lot in school.	Mi school madhe khup shiklo.
I suddenly feel depressed.	Mala ekdam udas vatlay.
I suddenly feel depressed.	Mala ekdam udas vatlay.
I suppose I could do that.	Mala vattay ki mi he karu shakel.
I suppose it's time to go.	Mala vattay ki janyacha vela aahe.
I suppose that's possible.	Mala vattay ki he sambhav aahe.
I suppose you have a plan.	Mala vattay ki tumchya kade ek plan aahe.
I suspected he was a liar.	Mala vattay ki to ek menteur aahe.
I swim here every morning.	Mi ithe pratek sakali tarangato.
I take it you don't agree.	Mala vattay ki tumhala sahmat nahi.
I think I broke his heart.	Mala vattay ki mi tyacha hriday bhangla.
I think I can answer that.	Mala vattay ki mi te uttar deyu shakel.
I think I know who did it.	Mala vattay ki mala kalat ki to kela.
I think I see the problem.	Mala vattay ki mala samasya kalat aahe.
I think I touched a nerve.	Mala vattay ki mi ek point sensitive touch kela.
I think I'll buy this tie.	Mala vattay ki mi ha tie ghenar aahe.
I think Tom already knows.	Mala vattay ki Tom la already mahit aahe.
I think Tom can help Mary.	Mala vattay ki Tom Mary la madat karu shakto.
I think Tom could be sick.	Mala vattay ki Tom sick asu shakto.
I think Tom deserves that.	Mala vattay ki Tom la te milayla pahije.
I think Tom has gone away.	Mala vattay ki Tom nighun gaya aahe.
I think Tom is courageous.	Mala vattay ki Tom courageous aahe.
I think Tom is dependable.	Mala vattay ki Tom dependable aahe.
I think Tom is dependable.	Mala vattay ki Tom la vishwas thevla jato.
I think Tom is illiterate.	Mala vattay ki Tom illiterate aahe.
I think Tom will tell you.	Mala vattay ki Tom tumhala sangel.
I think Tom will tell you.	Mala vattay ki Tom tumhala sangel.
I think about Tom all day.	Mala divas bhar Tom cha vichar aata.
I think everybody's happy.	Mala vattay ki sagle khush aahet.
I think everybody's tired.	Mala vattay ki sagle thakele aahet.
I think it's a great idea.	Mala vattay ki he ek chaan idea aahe.
I think it's the best way.	Mala vattay ki he sarvat chaan marg aahe.
I think it's worth asking.	Mala vattay ki he vicharanya la yogya aahe.
I think that he has mumps.	Mala vattay ki tyala mumps aahe.
I think that he is honest.	Mala vattay ki to honest aahe.
I think that it's too big.	Mala vattay ki he khup motha aahe.
I think that it's too big.	Mala vattay ki he khup motha aahe.
I think that she's honest.	Mala vattay ki ti honest aahe.
I think that was the plan.	Mala vattay ki hech plan hota.
I think that you're wrong.	Mala vattay ki tu chukla aahe.
I think that you're wrong.	Mala vattay ki tumhi chukla aahe.
I think that's everything.	Mala vattay ki he sarva aahe.
I think that's very clear.	Mala vattay ki he khup spashṭ aahe.
I think the story is true.	Mala vattay ki kahani khari aahe.
I think there's a problem.	Mala vattay ki ek samasya aahe.
I think they're using you.	Mala vattay ki te tumhala vaprat aahet.
I think this is delicious.	Mala vattay ki he khup tasty aahe.
I think this is important.	Mala vattay ki he mahatvapurn aahe.
I think we forgot someone.	Mala vattay ki aapan kahi jan bhulale.
I think we have a problem.	Mala vattay ki aapan kashyatari samasya aahe.
I think we need more food.	Mala vattay ki aapan la adhik khana lagel.
I think we need more time.	Mala vattay ki aapan la adhik vela lagel.
I think we're about ready.	Mala vattay ki aapan lagbhag tayar aahe.
I think we're about ready.	Mala vattay ki aapan lagbhag tayar aahe.
I think we've seen enough.	Mala vattay ki aapan la khup baghitla aahe.
I think you can handle it.	Mala vattay ki tumhi he sambhalu shakal.
I think you can handle it.	Mala vattay ki tumhi he sambhalu shakal.
I think you did very well.	Mala vattay ki tu khup chaan kela.
I think you did very well.	Mala vattay ki tu khup chaan kela.
I think you did very well.	Mala vattay ki tumhi khup chaan kela.
I think you might like it.	Mala vattay ki tumhala he avadhu shakel.
I think you might need me.	Mala vattay ki tumhala mala garaj aahe.
I think you need a lawyer.	Mala vattay ki tumhala ek lawyer lagel.
I think you saw something.	Mala vattay ki tumhala kahi baghitla.
I think you should get it.	Mala vattay ki tumhala he ghyaycha aahe.
I think you should go now.	Mala vattay ki tumhala ata nighaycha aahe.
I think you're both right.	Mala vattay ki tumhi donhi yogya aahet.
I think you're in my seat.	Mala vattay ki tumhi majhya seat var aahet.
I think you've had enough.	Mala vattay ki tumhala khup jhalay.
I thought I had a day off.	Mala vattay ki mala ek chhutti hoti.
I thought I heard a voice.	Mala vattay ki mala ek awaz aawla.
I thought I saw something.	Mala vattay ki mala kahi baghitla.
I thought I was too young.	Mala vattay ki mi khup jasta yuva aahe.
I thought I'd be too late.	Mala vattay ki mi khup ber aahe.
I thought about you a lot.	Mala tumcha khup vichar aala.
I thought it might be you.	Mala vattay ki he tumcha asu shakto.
I thought it was a secret.	Mala vattay ki he ek secret aahe.
I thought it would be fun.	Mala vattay ki he khup maja aahe.
I thought that was my job.	Mala vattay ki he majhya kaam hota.
I thought we should leave.	Mala vattay ki aapan nighaycha aahe.
I thought we were friends.	Mala vattay ki aapan mitra hota.
I thought you should know.	Mala vattay ki tumhala mahit asava.
I thought you wanted this.	Mala vattay ki tumhala he avadla.
I thought you were asleep.	Mala vattay ki tumhi sutta hota.
I thought you were hungry.	Mala vattay ki tumhala bhook lagli hoti.
I thought you were taller.	Mala vattay ki tumhi khup uncha aahe.
I thought you'd be taller.	Mala vattay ki tumhi uncha asu shakla.
I thought you'd gone home.	Mala vattay ki tumhi gharat nighun gaya aahe.
I thought you'd never ask.	Mala vattay ki tumhi kadhi hi nahi vicharala.
I told her not to be late.	Mala tichya la vicharala nahi.
I told him not to be late.	Mala tyala vicharala nahi.
I told you I didn't do it.	Mala tumhala sangitla ki mi he nahi kela.
I told you I'm not hungry.	Mala tumhala sangitla ki mala bhook nahi aahe.
I told you it didn't work.	Mala tumhala sangitla ki he chalala nahi.
I told you not to do that.	Mala tumhala sangitla ki he karu nakos.
I took care of it for you.	Mala tumchya sathi he sambhalala.
I took him out for a walk.	Mala tyala ek chalu la gela.
I tried to avoid conflict.	Mala sangitla ki mi conflict pasun bachaaycha prayatna kela.
I tried to do all I could.	Mala sangitla ki mi jast kela.
I turned thirty last week.	Mala vattay ki mi pichlya haptyat thirty varshacha zhala.
I understand how you feel.	Mala kalat ki tumhala kashyatari vatat aahe.
I understand how you felt.	Mala kalat ki tumhala kashyatari vatla.
I understand your concern.	Mala tumcha vichar kalat aahe.
I understand your dilemma.	Mala tumcha dilemma kalat aahe.
I understand your problem.	Mala tumcha problem kalat aahe.
I understand your reasons.	Mala tumche karan kalat aahe.
I understood it perfectly.	Mala te khup chaan samajhla.
I used to be fat like you.	Mi tumcha sarkha motha hota.
I used to like folk music.	Mala folk music avadta.
I usually don't work here.	Mi aashich ithe nahi kam karto.
I usually get what I want.	Mala jast kela tar me je avadta te milto.
I usually go home at four.	Mi pratek divas char vaje gharat nighto.
I usually shower at night.	Mi raatri dushta.
I waited for him till ten.	Mi tyala dus vaje paryant wait kela.
I walked around the block.	Mi block cha chakkar lagavla.
I walked from the station.	Mi station pasun padla.
I want a few more minutes.	Mala thode adhik minutes hava aahe.
I want a room with a view.	Mala ek view sathi kamra hava aahe.
I want it to be a success.	Mala he ek success hava aahe.
I want new business cards.	Mala navi business cards hava aahe.
I want someone to talk to.	Mala bolayla ek jan hava aahe.
I want something to drink.	Mala pinyasathi kahi hava aahe.
I want the absolute truth.	Mala absolute truth hava aahe.
I want the truth from you.	Mala tumchya kade truth hava aahe.
I want to avoid rush hour.	Mala rush hour pasun bachaaycha aahe.
I want to be a lumberjack.	Mala lumberjack bhalaycha aahe.
I want to be an astronaut.	Mala astronaut bhalaycha aahe.
I want to become a singer.	Mala singer bhalaycha aahe.
I want to buy my car back.	Mala majhi car parat ghyaychi aahe.
I want to buy you a drink.	Mala tumhala ek drink ghyaycha aahe.
I want to buy you a drink.	Mala tumhala ek drink ghyaycha aahe.
I want to catch the 11:45.	Mala 11:45 cha train yakshar ghyaycha aahe.
I want to change my shirt.	Mala majhi shirt badalavi aahe.
I want to check something.	Mala kahi check karaycha aahe.
I want to do this at home.	Mala he gharat karaycha aahe.
I want to do what's right.	Mala yogya he karaycha aahe.
I want to eat Korean food.	Mala Korean khana khaycha aahe.
I want to figure this out.	Mala he samajhaycha aahe.
I want to find a good job.	Mala ek chaan job shodhaycha aahe.
I want to forget about it.	Mala he visruvaycha aahe.
I want to get out of here.	Mala itheun nighaycha aahe.
I want to get to know you.	Mala tumchya kade parichay ghyaycha aahe.
I want to give you a gift.	Mala tumhala ek gift ghyaycha aahe.
I want to hear everything.	Mala sagla aawaz aawlaycha aahe.
I want to hear you say it.	Mala tumhala he sangtayla avadta.
I want to hear you scream.	Mala tumhala aawaz karayla avadta.
I want to join your group.	Mala tumchya group madhe join karaycha aahe.
I want to know everything.	Mala sagla mahit asava.
I want to know the reason.	Mala karan mahit asava.
I want to know what it is.	Mala he kay aahe mahit asava.
I want to know who called.	Mala kalat ki kon phone kela.
I want to make this quick.	Mala he jaldi karaycha aahe.
I want to play the guitar.	Mala guitar वाजवायचा aahe.
I want to scratch my nose.	Mala majha nakh ghuvaycha aahe.
I want to see how it ends.	Mala he kashya prakar samapt hota te baghaycha aahe.
I want to see your mother.	Mala tumchi aai baghaychi aahe.
I want to shake your hand.	Mala tumchya haathala haath ghyaycha aahe.
I want to stay a few days.	Mala kahi divas thavaycha aahe.
I want to stretch my legs.	Mala majhya legs stretch karaycha aahe.
I want to travel with you.	Mala tumchya barobar travel karaycha aahe.
I want to watch you dance.	Mala tumhala dance karat baghaycha aahe.
I want to write this down.	Mala he note karaycha aahe.
I want you out of my life.	Mala tumhi majhya jivanatun nighaycha aahe.
I want you out of my room.	Mala tumhi majhya room madun nighaycha aahe.
I want you to be my coach.	Mala tumhi majha coach bhalaycha aahe.
I want you to be prepared.	Mala tumhi tayar rahaycha aahe.
I want you to call it off.	Mala tumhi he cancel karaycha aahe.
I want you to go upstairs.	Mala tumhi upstairs jaicha aahe.
I want you to handle this.	Mala tumhi he sambhalu shakta.
I want you to help me die.	Mala tumhi mala maran yaicha aahe.
I want you to sing a song.	Mala tumhi ek geet gaicha aahe.
I want you to sit with me.	Mala tumhi majhya barobar basal.
I want you to sleep on it.	Mala tumhi ya vishayavar vichar karava.
I want you to talk to Tom.	Mala tumhi Tom la bolayla jaicha aahe.
I want you to wait for me.	Mala tumhi majhi vaat pahaicha aahe.
I want you to work harder.	Mala tumhi jast mehnat karaychi aahe.
I wanted something to eat.	Mala kahi khanyasathi hava hota.
I wanted to show you this.	Mala tumhala he dakhvaycha hota.
I wanted to talk about it.	Mala ya vishayavar bolaycha hota.
I wanted to tell you that.	Mala tumhala he sangaycha hota.
I wanted to watch you die.	Mala tumhala maran baghaycha hota.
I wanted to wish you well.	Mala tumhala shubhechha dyaicha hota.
I wanted you to have this.	Mala tumhi he ghyaicha hota.
I wanted you to keep that.	Mala tumhi te jpayla hota.
I wanted your cooperation.	Mala tumchi sahkarya havi hoti.
I was afraid he might die.	Mala bhiti hoti ki to maru shakto.
I was afraid of my father.	Mala majhya bapacha bhiti hoti.
I was almost hit by a car.	Mala ek car ne javalay.
I was always good at math.	Mala math madhe jast chaan hota.
I was as surprised as you.	Mala tumcha sarkha aashcharya vatlaa.
I was at a loss for words.	Mala shabdancha kami vatla.
I was barely able to work.	Mi hardly work karu shaklo.
I was chilled to the bone.	Mala thand lagla.
I was disappointed in her.	Mala tyat disappointment vatla.
I was eventually released.	Mala finally release kela.
I was exhausted from work.	Mi work karun khup thakla.
I was expecting the worst.	Mala kharabacha vichar hota.
I was going to take a nap.	Mi thodi vaar sutta.
I was hurt by many people.	Mala khup lokanna dukhala.
I was in bed with the flu.	Mi bed var flu sathi hota.
I was in my room studying.	Mi majhya room madhe study karat hota.
I was in pretty bad shape.	Mi khup kharab condition madhe hota.
I was just about to leave.	Mi just nighaycha hota.
I was just being friendly.	Mi just mitra banaycha hota.
I was just fooling around.	Mi just majhya sathi khelat hota.
I was just here yesterday.	Mi kal ithe hota.
I was just looking around.	Mi just baghata hota.
I was just messing around.	Mi just majhya sathi khelat hota.
I was just trying to help.	Mi just madat karaycha prayatna kela.
I was knocked unconscious.	Mala unconscious kela.
I was meaning to call you.	Mala tumhala call karaycha hota.
I was momentarily blinded.	Mala thodi vel blind jhala.
I was nearly hit by a car.	Mala ek car ne javalay.
I was not sure what to do.	Mala kalat nahi kay karaycha.
I was only trying to help.	Mi just madat karaycha prayatna kela.
I was shocked to see that.	Mala te baghun aashcharya vatla.
I was so drunk last night.	Mi kal raat khup madak hota.
I was struck by lightning.	Mala lightning ne thokla.
I was terribly frightened.	Mala khup bhay lagla.
I was there the other day.	Mi tya divas ithe hota.
I was thinking of leaving.	Mi nighaycha vichar karat hota.
I was told to contact you.	Mala tumchya kade contact karayla sangitla.
I was too stunned to talk.	Mi bolayla khup aashcharya vatla.
I was totally dumbfounded.	Mi khup aashcharya vatla.
I was trying to kill time.	Mi vel ghalayla prayatna karat hota.
I was trying to reach you.	Mi tumhala reach karayla prayatna karat hota.
I was up almost all night.	Mi raat bhar jagla.
I was very busy yesterday.	Mi kal khup busy hota.
I was worried for nothing.	Mala kahi vichar nahi hota.
I was wrongfully punished.	Mala unjustly shikshat kela.
I wash my car once a week.	Mi majhi car haftyat ekda wash karto.
I wasn't cooking anything.	Mi kahi nahi pakvat hota.
I wasn't going to give up.	Mi chalu nahi karaycha hota.
I wasn't informed of this.	Mala ya vishayavar mahit nahi hota.
I wasn't offended by that.	Mala he avadla nahi.
I wasn't paying attention.	Mi attention nahi det hota.
I wasn't really listening.	Mi khup dhyan nahi det hota.
I wasn't thinking clearly.	Mala kalat nahi hota.
I watched TV this morning.	Mi aaj sakali TV baghitla.
I watched the whole thing.	Mi sarva baghitla.
I went on with my reading.	Mi majhya reading madhe aage jato.
I went to Tom's apartment.	Mi Tom cha apartment madhe gela.
I will act on your advice.	Mi tumchya sujhavavar action ghenar aahe.
I will always be with you.	Mi tumchya barobar hamesha rahen.
I will be back in an hour.	Mi ek tasat parat yein.
I will choose one of them.	Mi tyatle ek ghenar aahe.
I will do it by all means.	Mi he nischit karen.
I will fight to the death.	Mi zindagi paryant ladto.
I will follow your advice.	Mi tumcha sujhav follow karen.
I will give you this book.	Mi tumhala he pustak dhenar aahe.
I will look the other way.	Mi dusrya kade baghen.
I will not stand for this.	Mi he sahen karu nahi.
I will sleep at my aunt's.	Mi majhya aai kade sotu.
I will speak to him alone.	Mi tyala ekla bolen.
I will speak to him alone.	Mi tyala ekla bolen.
I will stay home tomorrow.	Mi udya gharat rahen.
I will think of something.	Mi kahi vichar karen.
I wish I could explain it.	Mala he samjhavaycha aahe.
I wish I had more friends.	Mala khup mitra asat tar.
I wish I had more friends.	Mala khup mitra asat tar.
I wish I had wings to fly.	Mala udanyasathi pankh asat tar.
I wish I knew what it was.	Mala kalat asat tar he kay hota.
I wish I knew what to say.	Mala kalat asat tar kay sangaycha.
I wish she were alive now.	Mala khup avadla asat tar ti alive asate.
I wish that were the case.	Mala he asat tar khup avadla.
I wish we could live here.	Mala khup avadla asat tar aapan ithe rahu shakato.
I wish you had been there.	Mala avadla asat tar tumhi ithe asat.
I wish you hadn't told me.	Mala avadla asat tar tumhi mala nahi sangitla.
I wish you'd called first.	Mala avadla asat tar tumhi pehle call kela asat.
I withdrew my application.	Mala majhi application withdraw kela.
I woke up with a headache.	Mi ek headache ne uthatla.
I won't be able to attend.	Mi attend karu shakat nahi.
I won't be going with you.	Mi tumchya barobar nahi janar.
I won't be here that long.	Mi ithe khup vel nahi rahen.
I won't betray your trust.	Mi tumcha vishwas todu nahi.
I won't forget any of you.	Mi tumhala kadhi hi visru nahi.
I won't keep you too long.	Mi tumhala khup vel nahi thevnar.
I won't let you ruin this.	Mi tumhala he destroy karayla nahi dhenar.
I won't obey those orders.	Mi te orders maanayla nahi.
I won't pretend I'm sorry.	Mi kharich sorry nahi banavnar.
I won't tell if you won't.	Mi nahi sangaycha jar tumhi nahi sangitla tar.
I wonder if he is married.	Mala vichar aahe ki to married aahe ka.
I wonder if this is wrong.	Mala vichar aahe ki he chukiche aahe ka.
I wonder if we can get in.	Mala vichar aahe ki aapan andar jau shakto ka.
I wonder if we could talk.	Mala vichar aahe ki aapan bolu shakto ka.
I wonder if you'd help us.	Mala vichar aahe ki tumhi aamadya madat karu shakto ka.
I wonder what his name is.	Mala vichar aahe ki tyacha nav kay aahe.
I wonder what it could be.	Mala vichar aahe ki he kay astu shakto.
I wonder who that girl is.	Mala vichar aahe ki he mulgi kay aahe.
I wonder who this is from.	Mala vichar aahe ki he kasha kade aahe.
I work at the post office.	Mi post office madhe kam karto.
I work for an oil company.	Mi ek oil company sathi kam karto.
I work hard in the garden.	Mi garden madhe khup mehnat karto.
I work out whenever I can.	Mi jashya vel workout karto.
I worry about your health.	Mala tumchya arogya vishay vichar aahe.
I worry about your health.	Mala tumchya arogya vishay vichar aahe.
I would advise against it.	Mi he karayla vishay vichar karen.
I would like a cup of tea.	Mala ek cup chai hava aahe.
I would like a cup of tea.	Mala ek cup chai hava aahe.
I would like chicken soup.	Mala chicken soup hava aahe.
I would like to eat there.	Mala ithe khanaycha aahe.
I would like to visit you.	Mala tumchya kade visit karaycha aahe.
I would lodge a complaint.	Mi complaint dakhvayla aahe.
I would never do it again.	Mi kadhi hi he nahi karen.
I would take it as a sign.	Mi he ek sign manen.
I wouldn't change a thing.	Mi kahi nahi badalnar.
I wouldn't recommend that.	Mi he recommend karu nahi.
I wouldn't try that again.	Mi he punha nahi karu shakat.
I wouldn't worry about it.	Mi he vishay vishay nahi vichar karen.
I wrote to her last month.	Mi tichya kade last month lihitla.
I'd be happy to cooperate.	Mi sahyog karayla khush asen.
I'd be happy to cooperate.	Mi sahyog karayla khush asen.
I'd be willing to pay you.	Mi tumhala pay karayla tayar aahe.
I'd like a glass of water.	Mala ek glass paani hava aahe.
I'd like a little privacy.	Mala thodi privacy hava aahe.
I'd like a second opinion.	Mala dusri opinion hava aahe.
I'd like for you to leave.	Mala tumhi nighaycha aahe.
I'd like for you to leave.	Mala tumhi nighaycha aahe.
I'd like one more blanket.	Mala ek adhik blanket hava aahe.
I'd like some more coffee.	Mala thodi coffee hava aahe.
I'd like something to eat.	Mala kahi khanaycha hava aahe.
"I'd like the bill, please."	"Mala bill dya, krupaya."
"I'd like the bill, please."	"Mala note dya, krupaya."
I'd like to be called Tom.	Mala Tom manaycha aahe.
I'd like to buy a new car.	Mala ek navi car ghyaychi aahe.
I'd like to buy eye drops.	Mala aankhachi goli ghyaychi aahe.
I'd like to buy this doll.	Mala he gudiya ghyaychi aahe.
I'd like to come home now.	Mala ata gharat yeaycha aahe.
I'd like to come with you.	Mala tumchya barobar yeaycha aahe.
I'd like to go for a walk.	Mala ek walk la jauya aahe.
I'd like to go to college.	Mala college madhe jauya aahe.
I'd like to go to college.	Mala college madhe jauya aahe.
I'd like to go to my room.	Mala majhya room madhe jauya aahe.
I'd like to hear you sing.	Mala tumhala gaayla aawaz aawlaycha aahe.
I'd like to help if I can.	Mala madat karayla avadla tar.
I'd like to look like Tom.	Mala Tom sarkha disaycha aahe.
I'd like to make a speech.	Mala ek speech dene avadla aahe.
I'd like to see you again.	Mala tumhala punha baghaycha aahe.
I'd like to talk with you.	Mala tumchya barobar bolaycha aahe.
I'd like you to have this.	Mala tumhi he ghyaicha aahe.
I'd make a good chaperone.	Mi ek chaan chaperone banen.
I'd never do what Tom did.	Mi kadhi hi Tom je kela te nahi karu.
I'd never let that happen.	Mi kadhi hi he ghadata.
I'd never let that happen.	Mi kadhi hi he ghadata.
I'd rather die than leave.	Mi nighun jauya peksha maran pasand karto.
I'd rather not go into it.	Mi ya vishayat nahi jau.
I'd rather stay anonymous.	Mi anonymous rahaicha pasand karto.
I'd really like to go now.	Mala ata jauya khup avadel.
I'd take it if I were you.	Mala avadel tar mi te gheto.
I'd take it if I were you.	Mala avadel tar mi te gheto.
I'll answer that question.	Mi ya prashna la uttar dein.
I'll arrange that for you.	Mi he tumchya sathi arrange karten.
I'll ask how to get there.	Mi vicharun ghenar ki tya kade kase jaicha.
I'll be as quick as I can.	Mi jashya vel jald banen.
I'll be at the front door.	Mi samne daravar rahen.
I'll be back in my office.	Mi majhya office madhe parat yein.
I'll be back in two hours.	Mi do tasat parat yein.
I'll be free this evening.	Mi aaj raat free rahen.
I'll be in the other room.	Mi dusrya room madhe rahen.
I'll be ready in a second.	Mi ek sekund madhe tayar rahen.
I'll be there at five p.m.	Mi panch vaje tya kade rahen.
I'll be there in a minute.	Mi ek minit madhe yeto.
I'll be there in a second.	Mi ek sekund madhe tya kade yeto.
I'll be there on Saturday.	Mi Saturday la tya kade rahen.
I'll be waiting out front.	Mi samne wait karten.
I'll be with you in a sec.	Mi ek sekund madhe tumchya barobar rahen.
I'll borrow us some tools.	Mi aamha la kahi tools gheto.
I'll call her immediately.	Mi tichya la turant call karten.
I'll call you after lunch.	Mi tumhala bhojana nantarr call karten.
I'll call you later today.	Mi aaj raat tumhala call karten.
I'll catch the next plane.	Mi pujhila plane dharen.
I'll catch the next train.	Mi pujhila train dharen.
I'll check with you later.	Mi punha tumchya kade check karten.
I'll come back. I promise.	Mi parat yeto. Mi vachun gheto.
I'll do anything you wish.	Mi tumhi je ichhata te karten.
I'll do it in the morning.	Mi he saka karten.
"I'll do it, if you insist."	"Mi karten, jar tumhi insist kela tar."
I'll do the work tomorrow.	Mi he work udya karen.
I'll do what must be done.	Mi je karaycha aahe te karen.
I'll do whatever it takes.	Mi je kahi lagel te karen.
