English,Marathi
Have you ever seen a film this good?,Tumhi kadhi tari asa chhan film baghitla ka?
Have you ever seen a film this good?,Tumhi kadhi tari asha chhan film baghitla ka?
Have you finished reading that book?,Tumhi ti pustak okhlyay ka?
Have you finished reading the novel?,Tumhi novel okhlyay ka?
Have you finished reading the novel?,Tumhi novel okhlyay ka?
Have you finished your homework yet?,Tumhi tumche homework tayar kela ka?
Have you finished your homework yet?,Tumhi tumche homework tayar kela ka?
Have you received a letter from him?,Tumhi tyachya kade seet la letter milala ka?
Have you received a letter from him?,Tumhi tyachya kade letter milala ka?
He advocated the reduction of taxes.,Tyane karamchari kadhi kami karane cha puraskar dili.
He always mistakes me for my sister.,Tyala mhanaje mi tumchi bahin.
He and I are almost the same height.,Tyani ani mi sarkha ucha ahe.
He and I are almost the same height.,Tyani ani mi sarkha ucha ahe.
He apologized to her for being late.,Tyane tyachya late hotayane tyala maafi magli.
He appears to be strong and healthy.,To strong ani healthy dakhavato.
He beat the odds and was successful.,To chamatkar karun successful jhala.
He became famous all over the world.,To jagbhar famous jhala.
He blew out the candles on the cake.,To cake varli candles padata.
He borrowed the car from his friend.,Tyane tyachya mitra kade car ikhari.
He borrowed the car from his friend.,Tyane tyachya mitra kade car ikhari.
He came to London by way of Siberia.,To London Siberia madhun aala.
He can run as fast as any other boy.,To anya boycha kadar chaloo shakto.
"He can't even read, let alone write.","To even read nahi, writing tar nahi."
He comes to see me nearly every day.,To mala pratyek divas dekhayla yeto.
He comes to see my son now and then.,To majha mulga kadhi kadhi bhetayla yeto.
He complained to her about the food.,Tyane tyachya khanvayashi complaint keli.
He could not find what I had hidden.,To kayahi nahi milavla je mi ghalle hota.
He couldn't understand the sentence.,To vaakya samjun ghet nahi.
He cried as if he were a boy of six.,To chaharat ahe asha ahe je chha varshacha.
He decided to put off his departure.,To aplya departure la thambavnyacha nirnay ghetla.
He described the incident in detail.,Tyane ghatna chi vistrut varnan keli.
He did nothing but watch TV all day.,To purvich TV bakht hota.
He didn't take an umbrella with him.,To chhatri gheun nahi gela.
He died fighting in the Vietnam War.,To Vietnam yudh madhe ladayachya ahe.
He doesn't care if his car is dirty.,To chaha kiti chahra ahe te parwaahi nahi karto.
He doesn't have a job. He's retired.,Tyala job nahi ahe. To retire ahe.
He doesn't want to live in the city.,To sheherat rahaycha nahi.
He doubts if I will keep my promise.,To shanka karto ki mi majha vachan thevto ki nahi.
He doubts that I'll keep my promise.,To shanka karto ki mi majha vachan thevto ki nahi.
He drew a straight line on the wall.,To wall var ek sanga line kela.
He earned as much money as possible.,To saathi jasta paisa kamavla.
He earns three times more than I do.,To mi kadhi treh aaych ahe.
He encountered unexpected obstacles.,To ankhay denar adhik problem milala.
He exchanged his cow for two horses.,To tyachi gaay ekka don ghode madhe badalali.
He explained to my son why it rains.,Tyane majha mulga la ka pahata yeh.
He fell ill because he ate too much.,To sick zala ka to khup zasta khala.
He fetched some water from the well.,To well madun paani gheun ala.
He finally found out how to make it.,To antat samjun gela kasa karaycha.
He finally found out how to make it.,To antat samjun gela kasa karaycha.
He finds fault with everything I do.,To majhe sagla karayla fault kadto.
He gave me what little money he had.,Tyane je thode paisa hota te mala dili.
He gave me what little money he had.,Tyane je thode paisa hota te mala dili.
"He gives plain, simple explanations.","To sadhya, saadharan vivran dete."
He got hurt in the accident at work.,To work madhye accident madhe zalela ahe.
He got the book down from the shelf.,To shelf varun pustak khali ghetla.
He had an operation on his left leg.,Tyachi left leg var operation zala.
He had an unpleasant screechy voice.,Tyala ek unpleasant screechy voice hoti.
He had an unpleasant screechy voice.,Tyala ek unpleasant screechy voice hoti.
He had few friends and little money.,Tyane thode mitra ani thode paisa hota.
He had plenty of money for his trip.,Tyane tyachya yatra sathi mothe paisa hota.
He had the gall to ignore my advice.,Tyane majha upadesh ignore kela.
He has a lot more money than I have.,Tyane mi ashe mothe paisa ahe.
He has a lot more money than I have.,Tyane mi ashe mothe paisa ahe.
He has lived in the city all his life.,To sheherat purve jeevan rahila.
He hasn't heard about the accident yet.,Tyane accident baddal ithe nahi.
He hired a guide to show him around.,Tyane guide hire kela jo tyala dekhayla yeta.
He ignored the warning and went on.,Tyane warning ignore keli ani aage gela.
He ignored the warning and went on.,Tyane warning ignore keli ani aage gela.
He is an authority on modern art.,To modern art cha expert ahe.
He is as strong as an ox.,To ox kadar majboot ahe.
He is as strong as an ox.,To ox kadar majboot ahe.
He is a very good-looking young man.,To ek chhan disnyara navra ahe.
He is extremely clever and resourceful.,To atyant clever ani resourceful ahe.
He is famous for his rich voice.,To tyachya rich voice sathi famous ahe.
He is good at painting and drawing.,To painting ani drawing madhe chhan ahe.
He is happy with his present job.,To aplya vartaman job sathihi anandit ahe.
He is happy with his present job.,To aplya vartaman job sathihi anandit ahe.
He is not interested in your opinion.,To tumchya opinion madhe interested nahi ahe.
He is not interested in your opinion.,To tumchya opinion madhe interested nahi ahe.
He is often absent from his classes.,To anek vela tyachya class madhe absent asto.
He is on his way to the airport.,To airport kade yetoy.
"He is right, but don't mention it.","To barobar ahe, pan tyachi zikar karu naka."
He is the most experienced teacher here.,To ithe sarva pasyachya ahe.
He is the most important person here.,To ithe sabse important vyakti ahe.
He is very interested in playing golf.,To golf khelanyat atyant interested ahe.
He is very proud of his achievements.,To tyachya achievements var khup garv karato.
He is very well-educated and refined.,To atyant shikshit ani refined ahe.
He joined the army after graduation.,To graduation cha purvi army madhe join zala.
He jumped into the lake to save her.,To tiche rakhvayla lake madhe udatla.
He knows how to fix all the machines.,To saglya machines fix karaycha ahe.
He knows how to fix all the machines.,To saglya machines fix karaycha ahe.
He left his job for a better position.,To ek chhan position sathi job chhodla.
He learned how to drive a car.,To car chalavnyachi shiklo.
He made a speech in favor of the bill.,To bill sathihi ek speech dili.
He made an appointment with the doctor.,Tyane doctor kade ek appointment fix keli.
He never said a word to me about it.,Tyane mala tyachya baddal kahi nahi mhanla.
He never showed me his new house.,To mala tyachya navya ghar pasavla nahi.
He ordered the car to be repaired.,Tyane car repair karaycha order kela.
He put up with the noise all night.,To raat bhar noise pasavla.
He put up with the noise all night.,To raat bhar noise pasavla.
He repaired the car all by himself.,To car sathichi repair keli.
He ran out of money during the trip.,Yatra chya doran to paisa khatam zala.
He ran the race and won first prize.,To race run karun first prize jitalo.
He says he has to leave early.,To mhanato ki to early leave karaycha ahe.
He says he has to leave early.,To mhanato ki to early leave karaycha ahe.
He says that he will come tomorrow.,To mhanato ki to aaj aayla yeil.
He sold his house to buy a car.,To car buy karaycha sathi ghar vikla.
He spoke with authority on the topic.,Tyane topic var authority madhe bolta.
He took a deep breath before speaking.,To bolnyas purvi ek deep breath gela.
He took a deep breath before speaking.,To bolnyas purvi ek deep breath gela.
He took his time to complete the work.,Tyane work complete karayla purva samay gela.
He visited Japan twice last year.,To kal tak Japan madhe don vela visit zala.
He was absent from school for a week.,To school madhe ek hapta absent hota.
He was amazed at the view from the top.,To top varun dakhavatayane amazd zala.
He was appointed to the new position.,Tyala navi position sathi appoint kela.
He was elected president of the club.,Tyala club cha president elect kela.
He was fortunate to win the lottery.,To lottery jitalayane fortunate ahe.
He was famous for his political views.,To tyachya political views sathi famous ahe.
He was happy to receive your letter.,To tumcha letter milalyane happy ahe.
He was happy to receive your letter.,To tumcha letter milalyane happy ahe.
He was known for his generosity.,To tyachya generosity sathi famous ahe.
He was known for his generosity.,To tyachya generosity sathi famous ahe.
He was pleased to meet your parents.,To tumchya parents la bhetayala pleased ahe.
He was proud of his son's achievements.,To tyachya mulgichya achievements sathi garvito.
He will accomplish his goal soon.,To jaldach aplya goal la achieve karil.
He will accomplish his goal soon.,To jaldach aplya goal la achieve karil.
He will need to work on the project.,Tyala project var kam karaycha ahe.
He will need to work on the project.,Tyala project var kam karaycha ahe.
He will take part in the conference.,To conference madhe bhag ghel.
He will try his best to help you.,To tumhala madat karnyas purvi prayatna karil.
He will try his best to help you.,To tumhala madat karnyas purvi prayatna karil.
He works very hard to support his family.,To aplya khandanyala support karayla khup mehnat karato.
He works very hard to support his family.,To aplya khandanyala support karayla khup mehnat karato.
He wrote a book about his travels.,Tyane aplya yatranchya baddal ek pustak lihitla.
He wrote a letter to his friend.,Tyane tyachya mitra la ek letter lihitla.
He wrote a letter to his friend.,Tyane tyachya mitra la ek letter lihitla.
Her car is very new and expensive.,Tachi car atyant naveen ani costly ahe.
Her company went bankrupt last year.,Ticha company kal bankrupt jhali.
Her dress is made of expensive fabric.,Ticha dress costly fabric var ahe.
Her eyes were filled with tears.,Tyachi aankhya tears ne bharla hoti.
Her house is much bigger than mine.,Ticha ghar majhyah karti mothe ahe.
Her house is very large and beautiful.,Ticha ghar mothe ani sundar ahe.
Her voice was soft and soothing.,Tyachi voice soft ani soothing hoti.
He's very good at playing the guitar.,To guitar khelanyat chhan ahe.
He's very good at playing the guitar.,To guitar khelanyat chhan ahe.
He's very talented at playing the piano.,To piano khelanyat khup talented ahe.
His explanation was clear and concise.,Tyachi explanation clear ani concise hoti.
His knowledge of history is impressive.,Tyachi history baddal knowledge impressive ahe.
His new book is a bestseller.,Tyacha navin pustak bestseller ahe.
His voice is loud and clear.,Tyachi voice loud ani clear ahe.
How did you find my house?,Tumhala majha ghar kasa disla?
How long will it take to get there?,Tithe pahunchnyas kiti vel lagel?
How often do you go to the gym?,Tumhi gym kiti vela visit kartat?
How often do you go to the gym?,Tumhi gym kadhi visit kartat?
How often do you go to the gym?,Tumhi gym kiti vela visit kartat?
How often do you go to the gym?,Tumhi gym kiti vela visit kartat?
How was your vacation in Hawaii?,Tumchya Hawaii madhe vacation kaisa hota?
I bought a new laptop yesterday.,Mi ek navin laptop kal khareedla.
I couldn't find my keys anywhere.,Mi majhe keys kahi hi milale nahi.
I did not expect such a surprise.,Mi asa surprise expected nahi hota.
I didn't understand the instructions.,Mi instructions samjun ghet nahi.
I don't believe in ghosts or spirits.,Mi ghosts ki spirits var vishwas kart nahi.
I don't believe in ghosts or spirits.,Mi ghosts ki spirits var vishwas kart nahi.
I don't have enough money to buy it.,"Maje paisa kami ahe, te khareednyas."
I don't know why he is upset.,Mala nahi mahit tyala ka upset ahe.
I don't know why he is upset.,Mala nahi mahit tyala ka upset ahe.
I don't like spicy food.,Mala spicy food avadta nahi.
I don't like spicy food.,Mala spicy food avadta nahi.
I have been waiting for your reply.,Mi tumchya reply sathi wait karat ahe.
I have never seen such a beautiful sunset.,Mi asa chhan sunset kadhi nahi disla.
I have seen that movie before.,Mi te movie pahile ahe.
I haven't been to that restaurant before.,Mi tyachya restaurant madhe kadhi nahi jala.
I heard that you are getting married.,Mi aikla ki tumhi wedding karat aahat.
I just bought a new car.,Mi ek navin car khareedli ahe.
I need to finish this project soon.,Mi ha project jaldat complete karaycha ahe.
I see that you are working hard.,Mi baghitla ki tumhi mehnat karat aahat.
I think I left my phone at home.,Mala vatte ki mi majha phone gharat rahila.
I used to live in Mumbai.,Mi Mumbai madhe rahato hota.
I was late for the meeting.,Mi meeting sathi late zala hota.
I went to the market to buy some fruits.,Mi fruit kharidnyas market madhe zhalay.
I will be there in about an hour.,Mi ek ghanta madhe ithe yein.
I will be there in about an hour.,Mi ek ghanta madhe ithe yein.
I will call you back later.,Mi tumhala later call karil.
I will call you back later.,Mi tumhala later call karil.
I will finish this book soon.,Mi ha book jaldat complete karil.
I wish you good luck with your exam.,Mi tumchya exam sathi good luck dila.
"I would like to order a coffee, please.",Mi ek coffee order karaycha ahe.
I'll be there before noon.,Mi noon purvi ithe yein.
I'll let you know if I need help.,Mi madat chi garaj asel tar tumhala kalavim.
I'm afraid I can't come to the party.,Mala bhay ahe ki mi party la yeu shakat nahi.
I'm feeling a bit tired today.,Aaj mi thoda tired feel karat ahe.
I'm looking forward to our meeting.,Mi aplya meeting sathi excited ahe.
"I'm sorry, I didn't catch that.","Mi sorry ahe, mala te samajhla nahi."
I'm very happy for you.,Mi tumchya sathi khup happy ahe.
I'm very sorry for the inconvenience.,Mi inconvenience sathi khup sorry ahe.
I'm very sorry for the inconvenience.,Mi inconvenience sathi khup sorry ahe.
I'm waiting for your reply.,Mi tumchya reply sathi wait karat ahe.
I've been trying to reach you all day.,Mi divas bhar tumhala reach karaycha prayatna karat ahe.
I've never been to Paris before.,Mi Paris kadhi nahi zhalay.
I've seen that movie before.,Mi te movie pahile ahe.
I've visited the museum several times.,Mi museum visit kela ahe anek vela.
I'm not sure what to do next.,Mi next kay karaycha nahi mahit.
I'm planning to travel abroad next year.,Mi pudhchya varsh abroad travel karaycha ahe.
I'm still waiting for your response.,Mi tumchya response sathi wait karat ahe.
I'm taking a short break now.,Mi ata thoda short break ghyat ahe.
I'm thinking about starting a new project.,Mi ek navin project suru karaycha vichar karat ahe.
I've been working here for five years.,Mi ithe paanch varsh kaam kart ahe.
I've decided to study abroad next semester.,Mi pudhchya semester abroad study karaycha decide kela ahe.
I'm afraid I can't help you with that.,Mala bhay ahe ki mi tiche madat karu shakat nahi.
I'm going to the bank to withdraw some money.,Mi thode paisa withdraw karayla bank madhe zaat ahe.
I'm not sure if I can make it.,Mi karu shakat ki nahi mahit nahi.
I'm very excited about the new project.,Mi navin project sathi khup excited ahe.
I'm very sorry for the delay.,Mi delay sathi khup sorry ahe.
I'm very tired after the long journey.,Mi long journey chya nantar khup tired ahe.
I'm working on a new feature for the app.,Mi app sathi ek navin feature var kaam karat ahe.
I'm writing a report on the latest research.,Mi latest research var ek report lihit ahe.
I'm writing a report on the latest research.,Mi latest research var ek report lihit ahe.
I'm your new colleague.,Mi tumcha navin colleague ahe.
I'm your new colleague.,Mi tumcha navin colleague ahe.
Is this seat taken?,He seat taken ahe ka?
Is this seat taken?,He seat taken ahe ka?
It happened a long time ago.,He atishay purvi zhale.
It looks like it's going to rain.,He look karto ki paani padayla chalu hote.
It was a great experience.,He ek great experience hota.
It was a great experience.,He ek great experience hota.
Is there any chance of rain today?,Aaj paani padaycha chance ahe ka?
Is there any chance of rain today?,Aaj paani padaycha chance ahe ka?
Do you know where the nearest bus stop is?,Tumhala know ahe ka nearest bus stop kuthe ahe?
Do you know where the nearest bus stop is?,Tumhala know ahe ka nearest bus stop kuthe ahe?
Do you need any help with that?,Tumhala tya baddal kahi help hava ka?
Do you need any help with that?,Tumhala tya baddal kahi help hava ka?
Could you please pass me the salt?,Tumhi krupaya mala salt pass karu shakta ka?
Could you please pass me the salt?,Tumhi krupaya mala salt pass karu shakta ka?
Can you tell me how to get to the station?,Tumhi mala station kashya prakare yeil te sangta ka?
Can you tell me how to get to the station?,Tumhi mala station kashya prakare yeil te sangta ka?
Can you help me find my way?,Tumhi mala majhi way find karayla madat karu shakta ka?
Can you help me find my way?,Tumhi mala majhi way find karayla madat karu shakta ka?
Can you please explain that again?,Tumhi krupaya te punha explain karu shakta ka?
Could you please explain that again?,Tumhi krupaya te punha explain karu shakta ka?
Could you help me with this problem?,Tumhi mala ya problem madhe help karu shakta ka?
Could you help me with this problem?,Tumhi mala ya problem madhe help karu shakta ka?
Could you let me know your decision?,Tumhi mala tumcha decision kalavil ka?
Could you let me know your decision?,Tumhi mala tumcha decision kalavil ka?
Could you please repeat what you just said?,Tumhi krupaya tumhi ajun kay mhanala te repeat karu shakta ka?
Could you please repeat what you just said?,Tumhi krupaya tumhi ajun kay mhanala te repeat karu shakta ka?
Could you please tell me where to find this address?,Tumhi krupaya mala he address kuthe milate te sangta ka?
Could you please tell me where to find this address?,Tumhi krupaya mala he address kuthe milate te sangta ka?
Could you please help me with my homework?,Tumhi krupaya mala majha homework madhe madat karu shakta ka?
Could you please help me with my homework?,Tumhi krupaya mala majha homework madhe madat karu shakta ka?
Can you recommend a good restaurant?,Tumhi ek chhan restaurant recommend karu shakta ka?
Can you recommend a good restaurant?,Tumhi ek chhan restaurant recommend karu shakta ka?
Can you recommend a good restaurant?,Tumhi ek chhan restaurant recommend karu shakta ka?
Can you recommend a good restaurant?,Tumhi ek chhan restaurant recommend karu shakta ka?
He was very pleased with the result.," ""To parinam dekhun khoop khush zala."""
He went so far as to call me a liar.," ""To majhya warzyat khelayla paryant zala."""
He went there instead of his father.," ""To tyachya aai cha sthana var zala."""
He went there instead of his father.," ""To tyachya aai cha sthana var zala."""
He went to bed at eleven last night.," ""To kal raatri 11 waje zhoplya."""
He went to bed because he was tired.," ""To thakla hota mhanun zhoplya."""
"He will be coming to the party, too."," ""To party la pan yeto."""
He will object to your going abroad.," ""To tumcha videsh jaanyala virudh karil."""
He wrenched the letter from my hand.," ""To majhya haathatun patra kadhun ghetla."""
He's got the new technique down pat.," ""To naveen technique theek rityane samjun ghetli."""
He's here trying to stir up trouble.," ""To ithe aayla aani garmahat ghalayla aahe."""
He's interested in Mayan prophecies.," ""To Mayan bhavishyvani madhye ruchi aahe."""
He's intimidated by beautiful women.," ""To sundar mulianne bhittit aahe."""
He's nervous and gets scared easily.," ""To nervous aahe aani sahaj bhaybheet hoto."""
He's not paying any attention to me.," ""To mala kiti hi dhyan denar nahi."""
He's not the same man he used to be.," ""To ekkch mhanje jasa hota tasha nahi."""
He's not working much at the moment.," ""To haala at present khup kaam nahi karat."""
He's the one who told me about that.," ""Toch aahe je mala te sangitla."""
He's waiting for the train to leave.," ""To train chalanyacha wait kartoy."""
Her condition grew worse last night.," ""Tichi avastha kal raatri kharaap jhali."""
Her mother has made her what she is.," ""Tichi aai tichya jiwanacha chetavla ahe."""
Her only hobby is collecting stamps.," ""Ticha ekmatra hobby stamp sangrah karne ahe."""
Her wish is to study abroad someday.," ""Ticha ichha ahe ekdivas videsh madhe study karaychi."""
Here is a present for your birthday.," ""Tumchya janmadivasasathi ek upahaar."""
"Hey guys, I think I found something."," ""Hey guys"
"Hey, how do you get this thing open?"," ""Hey"
His body was covered with brown fur.," ""Tyacha sharir brown fur ne cover zala hota."""
His car was stuck in knee-deep snow.," ""Tyachi car knee-deep snow madhe atakli hoti."""
His face showed that he was annoyed.," ""Tyacha chehra dakhavtat ki to chintit hota."""
His failure is due to his ignorance.," ""Tyacha apaghati tyachya ignorance mhanun aahe."""
His failure taught me a good lesson.," ""Tyacha apaghati mala ek chhan shikshan dilay."""
"His grandmother can't walk, can she?"," ""Tyachi ajji chaloo shakat nahi"
His hair is black in color and long.," ""Tyache hair black aahe aani lambay."""
His neighbors are suspicious of him.," ""Tyachya padneer tyavar sandhyak aahet."""
His skill qualifies him for the job.," ""Tyachi kala tyala job sathi yogya banavte."""
His success was in part due to luck.," ""Tyacha success kiti na kiti luck mhanun aahe."""
His suggestion is worth considering.," ""Tyachi sujhav vicharanyasathi yogya aahe."""
"Hold on for a few minutes, will you?"," ""Thodi vel aathav"
"Hopefully, the weather will be good."," ""Aasha kartoy"
How can I get to the police station?," ""Police station kashi pahunchu shakto?"""
How can you eat at a time like this?," ""Athechya samayila kasa khau shakto?"""
How come you're always so energetic?," ""Tu kiti energy laasa aasa aahe kasa?"""
How did the traffic accident happen?," ""Traffic accident kasa zhala?"""
How did we get into so much trouble?," ""Aamhi itke problems kasa padle?"""
How did you celebrate your birthday?," ""Tujha janmadivas kasa sathavla?"""
How did you get acquainted with her?," ""Tujhi ticha ya kashya sathe lagli?"""
How did you get over the difficulty?," ""Tujhya aathavani kasa par karla?"""
How did you know that man was a cop?," ""Tujha kasa kalta ki to vyakti cop hota?"""
How do I know you'll keep your word?," ""Mala kasa kalay ki tu tumcha vaachna purna karshil?"""
How do you pronounce your last name?," ""Tujha surname kasa pronounce kartat?"""
How do you think that makes me feel?," ""Tujha vichar ki ha mala kasa feel karavto?"""
How far is it from here to the park?," ""Ithun park paryant kiti door aahe?"""
How long are you going to stay here?," ""Tumhi ithe kiti vel rahanar?"""
How long do they wish to spend here?," ""Te ithe kiti vel thevayla wish kartat?"""
How long have you been in this town?," ""Tumhi hi sheherat kiti vel aahat?"""
How long have you been working here?," ""Tumhi ithe kiti vel kaam kartay?"""
How long have you two been together?," ""Tumhi donhi kiti vel ekatra aahat?"""
How long may I borrow this notebook?," ""Mi ha notebook kiti vel ghyu shakto?"""
How many boys are there in the room?," ""Room madhe kiti boys ahet?"""
How many cars have you owned so far?," ""Ata paryant tumhala kiti cars ahet?"""
How many days does a leap year have?," ""Leap year madhe kiti divas astat?"""
How many hours do you normally work?," ""Tumhi normally kiti ghante kaam kartat?"""
How many hours of sleep do you need?," ""Tumhala kiti ghante rahat pahije?"""
How many pairs of socks do you have?," ""Tumchya kade kiti pairs of socks ahet?"""
How much does the wooden chair cost?," ""Wooden chair kiti price aahe?"""
How much money does he make a month?," ""To mahine kiti paise kamavat aahe?"""
How would you analyze the situation?," ""Tumhi situation kasa analyze karnaar?"""
"Hurry up, or you'll miss your plane."," ""Chukichya pace ne chaal"
"Hurry, and you will catch the train."," ""Jaldi kar"
I agree with everything you've said.," ""Tumhi jhe kahi mhantle aahe"
I aim to be a doctor when I grow up.," ""Mi doctor honya chi plan ahe."""
I always catch a cold in the winter.," ""Winter madhe mi hamesha cold lagto."""
I always read the sports page first.," ""Mi sports page hamesha purvi vachato."""
I am a student at Oxford University.," ""Mi Oxford University madhye student aahe."""
I am accustoming to this life style.," ""Mi ha lifestyle accept karat aahe."""
I am all alone in a foreign country.," ""Mi ekant ahe videsh madhe."""
I am almost scared to talk with you.," ""Mi tujhya barobar bolayala adhik bhittit aahe."""
I am glad to accept your invitation.," ""Mi tumcha invitation swikaranar khush aahe."""
I am going to watch TV this evening.," ""Mi aaj raatri TV baghnar aahe."""
I am interested in Japanese history.," ""Mi Japanese history madhe interested aahe."""
I am interested in chess these days.," ""Mi chess madhe interested aahe."""
I am intrigued by what is happening.," ""Mi je chalel aahe tyacha vichar karat aahe."""
I am learning two foreign languages.," ""Mi don foreign languages shiktoy."""
I am leaving Japan tomorrow morning.," ""Mi udesh Japan madhun udhao."""
I am looking forward to your letter.," ""Mi tumchyat letter la wait kartoy."""
I am no more an artist than you are.," ""Mi artist nahi aahe jast tujha aahe."""
I am not concerned with this affair.," ""Mi ha vishay samajnat nahi."""
I am really pleased with my new car.," ""Mi majha naveen car ne khup khush aahe."""
I am responsible for her protection.," ""Mi tichya protection sathi responsible aahe."""
I am sorry to have troubled you.," ""Tumhala kasht dila mhanun maaf kara."""
I am surprised to see you here.," ""Tumhala ithe disun chakit zhala."""
I am sure that you will win the game.," ""Mala vishwas aahe ki tu game jital."""
I am sure you'll have a great time.," ""Mala vishwas aahe ki tu chhan enjoy karshil."""
I am talking about a different thing.," ""Mi ek vishay vishe bolat aahe."""
I am taking a trip to the mountains.," ""Mi parvat yatra sathi jaat aahe."""
I am tempted to take a vacation now.," ""Mi ata vacation ghyaycha vichar karat aahe."""
I am thankful for your great help.," ""Tumchya chhan madat sathi aabhaari aahe."""
I am tired of studying all the time.," ""Mi sarva vel study karun thaktla aahe."""
I am very tired and want to rest.," ""Mi khup thaktla aahe aani rest ghyayla aahe."""
I am watching TV while eating dinner.," ""Mi dinner khat ikde TV baghtoy."""
I am what I am and can't be changed.," ""Mi kasa aahe tashi aahe aani badal nahi shakte."""
I am writing a letter to my friend.," ""Mi majhya mitra la ek patra lihit aahe."""
I am writing to express my feelings.," ""Mi majhya feelings vyakt karayla lihit aahe."""
I am yet to start my new project.," ""Mi majha naveen project start karaycha aahe."""
I am your friend and will help you.," ""Mi tumcha mitra aahe aani tumhala madat karen."""
I am your only friend in this city.," ""Mi ha sheherat tumcha ekmatra mitra aahe."""
I am your teacher and will guide you.," ""Mi tumcha teacher aahe aani tumhala guide karen."""
I am your teacher and will guide you.," ""Mi tumcha teacher aahe aani tumhala guide karen."""
I am your teacher and will guide you.," ""Mi tumcha teacher aahe aani tumhala guide karen."""
I appreciate your help with the project.," ""Mi project madhe tumchi madat sarahani aahe."""
I ask you to reconsider your decision.," ""Mi tumcha faisla parat vicharayla vinanti karat aahe."""
I can't imagine living in this place.," ""Mi ha jagaat jeevan kalpanitahi nahi."""
I could do nothing but sit and wait.," ""Mi kiti hi nahi karu shaklo"
I did not understand what you meant.," ""Mala tuje sangitle kasa kalale nahi."""
I do not believe in that kind of magic.," ""Mi tya prakarachi magic var vishwas kart nahi."""
I doubt he knows the correct answer.," ""Mala vishwas aahe ki to sahi uttarmadhye nahi."""
I don't know what to do in this case.," ""Mi ha case madhe kay karaycha nahi kalat."""
I don't like the taste of this fruit.," ""Mala ha fruit cha taste avadta nahi."""
I don't understand why you are late.," ""Mi vicharat aahe tu kasa tard aahe?"""
I feel a bit tired from the journey.," ""Yatra mhanje thoda thakla aahe."""
I feel like I've seen this before.," ""Mala vattay ki mi ha pahile disla aahe."""
I forgot to bring my umbrella today.," ""Mi aaj umbrella ghetla nahi."""
I have a meeting with him this evening.," ""Aaj raatri mi tyachya barobar meeting aahe."""
I have another appointment this week.," ""Mi ya hafte dusra appointment aahe."""
I have been living here for two years.," ""Mi ithe don varsh zhalay."""
I have been studying hard this month.," ""Mi ha mahina khup study kartoy."""
"I have come here to see you, my friend."," ""Mi ithe tujha pahanyasathi aalo aahe."""
I have finished the work you assigned.," ""Tujha dila kaam mi pura kela aahe."""
I have lost my keys somewhere.," ""Mi majhi keys kahi na kahi ghalaayi."""
I have made a plan for the holiday.," ""Mi holiday sathi plan banavla aahe."""
I have no idea what you are talking about.," ""Tumhi kasha vishe bolat aahe mala kalat nahi."""
I have not heard from her lately.," ""Mala halcha karyan pasun ticha khabren nahi."""
I hope you are having a great time.," ""Mi aasha kartoy ki tu chhan time ghatat ahes."""
I hope you find what you are looking for.," ""Mi aasha kartoy ki tujha avadla sadhay."""
I know you are doing your best.," ""Mala mahit aahe ki tu best kartay."""
I know you are busy with your work.," ""Mala mahit aahe ki tu tumchya kaam madhe busy aahe."""
I know you can handle this situation.," ""Mala mahit aahe ki tu ha situation handle karu shakto."""
I know you don't like spicy food.," ""Mala mahit aahe ki tu spicy food avadt nahi."""
I need to find a new place to live.," ""Mi navi jagha shodhaychi aahe jeevayla."""
I need to improve my English skills.," ""Mi majha English skills improve karaycha aahe."""
I need to make a decision soon.," ""Mi laavkar faisla ghyaycha aahe."""
I promised to return the book tomorrow.," ""Mi book parat denechi vaada keli aaj."""
I should go to bed early tonight.," ""Mi aaj raatri early zhopaycha aahe."""
I think you are making a mistake.," ""Mala vatte ki tu ek mistake karat ahes."""
I want to learn how to play the guitar.," ""Mi guitar kasha play karaycha shikaycha aahe."""
I want to make a good impression.," ""Mi chhan impression banavaycha aahe."""
I will call you as soon as I arrive.," ""Mi arrive zalya ni turant call karen."""
I will not be able to attend the meeting.," ""Mi meeting attend karu shaknar nahi."""
I will take care of the arrangements.," ""Mi arrangements cha dhyan thevnar."""
I would like to visit Japan someday.," ""Mi ekdivas Japan visit karaycha aahe."""
I'll get back to you as soon as I can.," ""Mi sagla hoil tya pramane tumhala call karen."""
I'll have a cup of tea with my breakfast.," ""Mi majha breakfast barobar ek cup tea ghenar."""
I'll see you at the party tomorrow.," ""Mi aaplyala party madhe bhetlo."""
I'll take care of it right away.," ""Mi ithe turant handle karen."""
I'll try my best to finish it quickly.," ""Mi ithe atishay chhit zhalya ni kela aahe."""
I've already finished the report.," ""Mi report pahileach complete kela aahe."""
I've been waiting for an hour already.," ""Mi ek ghanta wait karto aahe."""
I've done all the necessary work.," ""Mi sagla zaroori kaam complete kela aahe."""
I've never been to that place before.," ""Mi tya jaghaat pahilech nahi gela."""
I'll see you at the meeting tomorrow.," ""Mi meeting madhe bhetlo ya tomorrow."""
I was born in this city.," ""Mi hi sheherat janmala."""
I was impressed by your presentation.," ""Tumchya presentation ne mi prabhavit jhalo."""
I will call you when I arrive.," ""Mi arrive zalya ni tumhala call karen."""
I would love to join the discussion.," ""Mi discussion join karayla khup avadate."""
I wouldn't be here if it wasn't important.," ""He important naste tar mi ithe naslo."""
I'll definitely be there on time.," ""Mi nishchit tithe waqtla rahen."""
